id_municipio;nome_municipio;pib_2019;pib_2020;pib_2021;pib_2022;pib_2023
1100015;Alta Floresta D'Oeste (RO);495775;570242;734467;919520;1046343
1100023;Ariquemes (RO);2579278;2817331;3211294;3809355;4383815
1100031;Cabixi (RO);139976;167153;238414;289783;300832
1100049;Cacoal (RO);2261930;2518845;2792506;3195489;3848468
1100056;Cerejeiras (RO);506494;600630;743062;903099;1006389
1100064;Colorado do Oeste (RO);334922;366922;424846;514219;580899
1100072;Corumbiara (RO);349289;268353;396740;473845;509566
1100080;Costa Marques (RO);238796;261944;316672;349796;413943
1100098;Espigão D'Oeste (RO);624787;666321;773372;921382;1023973
1100106;Guajará-Mirim (RO);892778;984614;1054255;1057883;1145034
1100114;Jaru (RO);1500855;1665151;1764718;2113515;2515558
1100122;Ji-Paraná (RO);3783206;4057176;4230355;4934532;5824472
1100130;Machadinho D'Oeste (RO);632997;700188;890319;909027;1055806
1100148;Nova Brasilândia D'Oeste (RO);359625;403373;549853;641839;731952
1100155;Ouro Preto do Oeste (RO);834959;885132;986046;1089382;1275479
1100189;Pimenta Bueno (RO);1164694;1361160;1642621;1714400;2124340
1100205;Porto Velho (RO);17906443;19446740;20056138;22537533;25402193
1100254;Presidente Médici (RO);427885;464090;560210;653357;776281
1100262;Rio Crespo (RO);111100;133557;184428;265661;265160
1100288;Rolim de Moura (RO);1281314;1403499;1565241;1906485;2287631
1100296;Santa Luzia D'Oeste (RO);142638;156765;213590;262243;291887
1100304;Vilhena (RO);2832738;3152560;4215442;4515120;5115785
1100320;São Miguel do Guaporé (RO);616830;730643;905341;1383948;1549192
1100338;Nova Mamoré (RO);529243;601843;742686;928842;1060566
1100346;Alvorada D'Oeste (RO);260403;289497;352630;435099;486626
1100379;Alto Alegre dos Parecis (RO);288721;324519;483672;570360;575129
1100403;Alto Paraíso (RO);358407;396387;510740;605617;667923
1100452;Buritis (RO);726351;781528;966556;1104420;1221008
1100502;Novo Horizonte do Oeste (RO);165527;185088;231501;268863;331958
1100601;Cacaulândia (RO);144465;169146;275338;219345;238989
1100700;Campo Novo de Rondônia (RO);274661;331894;369127;398841;455251
1100809;Candeias do Jamari (RO);548064;562989;655569;791507;1001610
1100908;Castanheiras (RO);103993;80395;99627;121873;138594
1100924;Chupinguaia (RO);304810;374750;468793;638875;673990
1100940;Cujubim (RO);385069;431816;487756;519136;582148
1101005;Governador Jorge Teixeira (RO);177942;200565;239331;283465;320123
1101104;Itapuã do Oeste (RO);184657;192750;209927;289967;340162
1101203;Ministro Andreazza (RO);216434;224912;297876;414490;440282
1101302;Mirante da Serra (RO);216961;231662;262627;310402;380179
1101401;Monte Negro (RO);291812;340931;389781;452939;526990
1101435;Nova União (RO);117350;128791;157321;168139;193557
1101450;Parecis (RO);107301;120815;155430;164073;201510
1101468;Pimenteiras do Oeste (RO);116514;148823;246209;327048;355185
1101476;Primavera de Rondônia (RO);61854;66465;107030;130973;131193
1101484;São Felipe D'Oeste (RO);89254;102279;130675;157330;177906
1101492;São Francisco do Guaporé (RO);353339;397745;488141;573985;716411
1101500;Seringueiras (RO);236261;250586;332986;381163;446997
1101559;Teixeirópolis (RO);92344;97349;121304;141105;156426
1101609;Theobroma (RO);191524;213106;257436;284565;307754
1101708;Urupá (RO);215416;227775;273505;317568;370214
1101757;Vale do Anari (RO);166804;180702;220948;234965;257311
1101807;Vale do Paraíso (RO);146544;161248;185648;199086;225187
1200013;Acrelândia (AC);253152;291582;398725;445829;502663
1200054;Assis Brasil (AC);92705;96315;133916;164921;187366
1200104;Brasiléia (AC);454009;488072;685636;820793;929800
1200138;Bujari (AC);159100;179175;300830;344752;365419
1200179;Capixaba (AC);152806;144677;512353;717612;530657
1200203;Cruzeiro do Sul (AC);1439760;1793428;2058630;2313075;2680143
1200252;Epitaciolândia (AC);422617;433585;644542;776868;793427
1200302;Feijó (AC);362490;386502;567040;639844;741344
1200328;Jordão (AC);82098;82867;113975;136531;150648
1200336;Mâncio Lima (AC);205214;215662;269205;289345;339224
1200344;Manoel Urbano (AC);131637;138414;184904;231082;262614
1200351;Marechal Thaumaturgo (AC);194430;209775;256865;256481;288045
1200385;Plácido de Castro (AC);276129;267420;601471;829047;764818
1200393;Porto Walter (AC);118375;129394;160535;177517;200512
1200401;Rio Branco (AC);9130749;9362488;10955675;11266899;12960966
1200427;Rodrigues Alves (AC);190863;202059;255649;253225;293645
1200435;Santa Rosa do Purus (AC);79725;83424;108545;114984;124070
1200450;Senador Guiomard (AC);360656;349736;779672;1037716;1111821
1200500;Sena Madureira (AC);539331;575264;748094;841621;972648
1200609;Tarauacá (AC);482624;511369;711884;800496;932080
1200708;Xapuri (AC);274589;292281;454981;632360;626026
1200807;Porto Acre (AC);226959;242881;471315;585139;533386
1300029;Alvarães (AM);196154;194561;217333;222262;242584
1300060;Amaturá (AM);95436;101934;118872;124175;134732
1300086;Anamã (AM);125494;129933;138599;135488;154694
1300102;Anori (AM);200709;215119;248435;252603;297171
1300144;Apuí (AM);252677;271930;297810;321020;386133
1300201;Atalaia do Norte (AM);150688;172713;184947;177565;206769
1300300;Autazes (AM);388848;446599;506341;567928;584990
1300409;Barcelos (AM);189996;208482;245622;207959;242100
1300508;Barreirinha (AM);286580;313547;344890;377493;398068
1300607;Benjamin Constant (AM);347115;349347;388781;390616;469445
1300631;Beruri (AM);169892;182503;211871;239687;262121
1300680;Boa Vista do Ramos (AM);146215;161505;182412;216113;243779
1300706;Boca do Acre (AM);444283;475575;512796;576051;661735
1300805;Borba (AM);330380;361457;402131;415321;435684
1300839;Caapiranga (AM);168773;170630;177894;195341;219112
1300904;Canutama (AM);121948;133366;154316;177303;208247
1301001;Carauari (AM);336549;358945;370663;406023;433322
1301100;Careiro (AM);340672;363330;395194;398453;436682
1301159;Careiro da Várzea (AM);318688;374101;413374;355857;418938
1301209;Coari (AM);2253992;1923265;3380325;4861891;3893679
1301308;Codajás (AM);505889;498996;531995;522891;637713
1301407;Eirunepé (AM);478814;502984;568036;578742;683640
1301506;Envira (AM);172414;178128;215527;209889;236124
1301605;Fonte Boa (AM);181680;197036;222773;297891;324329
1301654;Guajará (AM);130114;147398;177320;166381;184646
1301704;Humaitá (AM);721855;780339;860168;960741;926065
1301803;Ipixuna (AM);177141;193669;216519;214597;247844
1301852;Iranduba (AM);691801;727697;1001862;1044312;1263496
1301902;Itacoatiara (AM);2070851;2273504;2350463;2775138;3321936
1301951;Itamarati (AM);99805;107487;135620;161304;161777
1302009;Itapiranga (AM);129499;134333;152509;173994;196557
1302108;Japurá (AM);65857;63114;85809;127520;145337
1302207;Juruá (AM);115621;122251;138074;130664;147950
1302306;Jutaí (AM);230654;252817;266377;351355;394550
1302405;Lábrea (AM);500460;556267;625198;665442;742982
1302504;Manacapuru (AM);1502525;1432217;1544675;1776203;1917413
1302553;Manaquiri (AM);259773;274499;311335;264185;303947
1302603;Manaus (AM);84566043;91773536;103281400;113465435;127649795
1302702;Manicoré (AM);560803;621102;686279;781078;926410
1302801;Maraã (AM);140342;148824;176217;181102;202680
1302900;Maués (AM);551175;565975;595826;649736;695907
1303007;Nhamundá (AM);168137;185694;207005;220804;239731
1303106;Nova Olinda do Norte (AM);278282;293887;341652;325558;354693
1303205;Novo Airão (AM);172501;172051;186533;201710;243316
1303304;Novo Aripuanã (AM);212575;219412;252422;264810;311737
1303403;Parintins (AM);1225444;1320369;1426972;1511650;1656949
1303502;Pauini (AM);163873;175059;199541;221858;237839
1303536;Presidente Figueiredo (AM);956464;832243;1031905;592973;730303
1303569;Rio Preto da Eva (AM);439400;374196;407146;406487;495858
1303601;Santa Isabel do Rio Negro (AM);150012;157256;185817;197124;197857
1303700;Santo Antônio do Içá (AM);191909;208637;237314;305336;354277
1303809;São Gabriel da Cachoeira (AM);349719;376603;423055;511307;584409
1303908;São Paulo de Olivença (AM);280976;302085;334131;328404;358400
1303957;São Sebastião do Uatumã (AM);121771;127895;136609;129935;145515
1304005;Silves (AM);114106;133793;175042;378318;434235
1304062;Tabatinga (AM);594242;652926;758035;824249;849681
1304104;Tapauá (AM);192217;218672;239944;279445;318010
1304203;Tefé (AM);1021258;941046;1098392;1386545;1619517
1304237;Tonantins (AM);151465;158633;185410;202743;214602
1304260;Uarini (AM);196338;205138;229209;250157;265246
1304302;Urucará (AM);302863;306779;205656;220398;244547
1304401;Urucurituba (AM);179336;195752;232661;262906;297173
1400027;Amajari (RR);176954;198107;240826;300390;329100
1400050;Alto Alegre (RR);307361;409619;385507;700058;802540
1400100;Boa Vista (RR);10697931;11828926;13493364;15213966;18234169
1400159;Bonfim (RR);315224;416440;522405;705965;772903
1400175;Cantá (RR);275046;325084;353071;405868;498394
1400209;Caracaraí (RR);369912;410236;453298;530515;637454
1400233;Caroebe (RR);199851;227485;236788;276635;317377
1400282;Iracema (RR);158894;182151;208477;235247;279559
1400308;Mucajaí (RR);311626;348377;393852;481025;552044
1400407;Normandia (RR);173355;194764;202859;270720;370956
1400456;Pacaraima (RR);261537;290184;329092;393278;447421
1400472;Rorainópolis (RR);576395;636429;732356;828529;981040
1400506;São João da Baliza (RR);205385;262115;327768;343559;425809
1400605;São Luiz do Anauá (RR);143844;165075;178972;192540;221585
1400704;Uiramutã (RR);118912;129282;143945;217047;254453
1500107;Abaetetuba (PA);1491621;1659693;1947974;2193300;2441092
1500131;Abel Figueiredo (PA);84902;95863;105404;126585;131077
1500206;Acará (PA);755091;881812;1432521;1242612;2111467
1500305;Afuá (PA);368873;438582;443759;539303;665557
1500347;Água Azul do Norte (PA);433939;531635;642853;848598;1047226
1500404;Alenquer (PA);573058;692397;744811;919276;1578584
1500503;Almeirim (PA);543380;627560;687773;687485;593847
1500602;Altamira (PA);2776406;2559968;3118777;3457957;3887894
1500701;Anajás (PA);213400;228956;258574;304791;370838
1500800;Ananindeua (PA);8163540;8117175;8937579;9983645;11473897
1500859;Anapu (PA);415241;522861;587647;687043;715999
1500909;Augusto Corrêa (PA);324422;366358;363265;405345;490157
1500958;Aurora do Pará (PA);220672;267915;308260;340027;390415
1501006;Aveiro (PA);123024;138887;151776;186422;228317
1501105;Bagre (PA);203160;233042;250290;277458;329848
1501204;Baião (PA);473026;616016;561719;694648;799363
1501253;Bannach (PA);80972;100723;128925;138929;153995
1501303;Barcarena (PA);5364844;7433645;9242378;8408789;9190033
1501402;Belém (PA);32372971;30798556;33567695;37604333;40536062
1501451;Belterra (PA);163218;186769;236958;340703;352844
1501501;Benevides (PA);1558563;1677587;1986152;2700819;3338145
1501576;Bom Jesus do Tocantins (PA);174025;208138;243654;292675;336974
1501600;Bonito (PA);159908;189753;206570;232989;147258
1501709;Bragança (PA);1162529;1379843;1388411;1737012;1977330
1501725;Brasil Novo (PA);276410;322791;379575;440739;517482
1501758;Brejo Grande do Araguaia (PA);81565;88712;114974;129481;143221
1501782;Breu Branco (PA);600242;688974;793768;767219;802221
1501808;Breves (PA);806109;849150;892630;1227011;1515250
1501907;Bujaru (PA);413630;488650;536456;544690;688320
1501956;Cachoeira do Piriá (PA);182757;215937;227354;214722;237908
1502004;Cachoeira do Arari (PA);199330;230595;255901;293835;354702
1502103;Cametá (PA);1137121;1334181;1392449;1640809;1901553
1502152;Canaã dos Carajás (PA);10704887;22503439;34987915;16061773;16621560
1502202;Capanema (PA);1106990;1230989;1426639;1598656;1883282
1502301;Capitão Poço (PA);704295;705900;615256;691741;900134
1502400;Castanhal (PA);4034041;4300301;4707381;5688912;6318091
1502509;Chaves (PA);194500;218467;247974;293848;331190
1502608;Colares (PA);84851;93144;100826;120635;136194
1502707;Conceição do Araguaia (PA);547713;622867;662415;765892;985296
1502756;Concórdia do Pará (PA);291977;322762;419795;452741;520832
1502764;Cumaru do Norte (PA);286710;408489;406772;431268;479032
1502772;Curionópolis (PA);943189;644777;3666991;1503197;737806
1502806;Curralinho (PA);253303;267226;282042;328648;396832
1502855;Curuá (PA);129485;140328;149514;171989;192168
1502905;Curuçá (PA);289789;330621;369391;443371;485458
1502939;Dom Eliseu (PA);660970;783667;940080;1261538;1332437
1502954;Eldorado do Carajás (PA);429733;521578;555637;605964;736064
1503002;Faro (PA);60014;63591;76574;89801;102052
1503044;Floresta do Araguaia (PA);272593;414580;602377;566641;657025
1503077;Garrafão do Norte (PA);220325;256719;275694;314533;426847
1503093;Goianésia do Pará (PA);346998;372711;506230;522757;595811
1503101;Gurupá (PA);280891;294870;333716;398199;489497
1503200;Igarapé-Açu (PA);346236;379664;415581;499455;599286
1503309;Igarapé-Miri (PA);519353;628526;690510;818860;1021946
1503408;Inhangapi (PA);119814;155877;174530;201526;230530
1503457;Ipixuna do Pará (PA);576413;607746;624646;607747;612707
1503507;Irituia (PA);220427;249344;277699;317600;377735
1503606;Itaituba (PA);2041945;2629483;3077344;3757070;3806020
1503705;Itupiranga (PA);580326;659096;841410;889870;979792
1503754;Jacareacanga (PA);524934;575748;625353;657775;732418
1503804;Jacundá (PA);488417;530795;615189;658642;800237
1503903;Juruti (PA);1204784;1366882;1450846;1294172;1184842
1504000;Limoeiro do Ajuru (PA);423763;484931;502725;525619;601991
1504059;Mãe do Rio (PA);291476;324787;339947;422738;488400
1504109;Magalhães Barata (PA);74014;93255;98319;110101;121851
1504208;Marabá (PA);11406386;12928283;13519525;12233453;9748965
1504307;Maracanã (PA);228263;255647;289582;310995;361786
1504406;Marapanim (PA);220111;247826;263294;297450;333941
1504422;Marituba (PA);1941535;2088809;2577121;2475913;2780522
1504455;Medicilândia (PA);654621;877101;1023645;979333;1140469
1504505;Melgaço (PA);180022;196394;216421;270905;347499
1504604;Mocajuba (PA);378747;496711;451566;381653;480360
1504703;Moju (PA);914896;1267327;1333107;1537609;2156273
1504752;Mojuí dos Campos (PA);170177;194352;288393;464580;457251
1504802;Monte Alegre (PA);621428;711142;806682;1063686;1227319
1504901;Muaná (PA);292578;322367;338390;395396;464374
1504950;Nova Esperança do Piriá (PA);208330;257783;350593;274260;334512
1504976;Nova Ipixuna (PA);158361;169370;192412;202161;231145
1505007;Nova Timboteua (PA);115806;143838;147341;167479;185077
1505031;Novo Progresso (PA);698729;828234;971105;1280247;1541048
1505064;Novo Repartimento (PA);831147;941685;1116164;1233474;1406400
1505106;Óbidos (PA);977405;897960;965319;982930;921982
1505205;Oeiras do Pará (PA);365938;441907;418634;454247;535992
1505304;Oriximiná (PA);2085534;2498985;2277390;1802512;1739412
1505403;Ourém (PA);174935;203579;200487;231549;279081
1505437;Ourilândia do Norte (PA);634512;776093;1301994;1778205;1053014
1505486;Pacajá (PA);677086;724417;867036;1071885;1114328
1505494;Palestina do Pará (PA);72213;82696;98673;117613;127592
1505502;Paragominas (PA);3132989;3777041;4279105;5020674;5308605
1505536;Parauapebas (PA);23001043;38012250;49756255;25317042;26421067
1505551;Pau D'Arco (PA);88909;97551;114746;120432;153521
1505601;Peixe-Boi (PA);53683;65783;72240;81669;100657
1505635;Piçarra (PA);211878;274930;292566;324868;361690
1505650;Placas (PA);258528;309328;322977;379126;491402
1505700;Ponta de Pedras (PA);221526;247224;274903;277171;313392
1505809;Portel (PA);785876;881126;944900;870235;1153540
1505908;Porto de Moz (PA);321165;348933;404115;452978;507177
1506005;Prainha (PA);295872;342839;437647;494696;548886
1506104;Primavera (PA);236992;295838;321570;486677;564056
1506112;Quatipuru (PA);99904;111330;120746;123176;147129
1506138;Redenção (PA);1866113;2030687;2551566;3292754;3681706
1506161;Rio Maria (PA);494992;572062;601635;872543;1007363
1506187;Rondon do Pará (PA);533208;629544;733550;938382;1083239
1506195;Rurópolis (PA);375339;416215;496483;516465;605554
1506203;Salinópolis (PA);530753;568033;641473;732524;802287
1506302;Salvaterra (PA);181405;193632;210115;235243;270698
1506351;Santa Bárbara do Pará (PA);180878;218844;240288;278333;300184
1506401;Santa Cruz do Arari (PA);71619;81656;95936;98543;115245
1506500;Santa Izabel do Pará (PA);795107;807771;934543;1505978;1828145
1506559;Santa Luzia do Pará (PA);160405;189273;195899;233058;258360
1506583;Santa Maria das Barreiras (PA);498864;736451;1071990;696577;943386
1506609;Santa Maria do Pará (PA);291091;307884;371437;499868;570081
1506708;Santana do Araguaia (PA);1034821;1115572;1381466;1764088;1978254
1506807;Santarém (PA);5117941;5501585;6387634;7764936;8681869
1506906;Santarém Novo (PA);46772;51036;59961;67380;81217
1507003;Santo Antônio do Tauá (PA);384943;432508;475226;582209;687291
1507102;São Caetano de Odivelas (PA);146313;157950;182987;200864;241829
1507151;São Domingos do Araguaia (PA);284573;303527;358711;425974;490029
1507201;São Domingos do Capim (PA);345699;372289;438000;589310;654079
1507300;São Félix do Xingu (PA);1448104;1578823;2008369;2020085;2352014
1507409;São Francisco do Pará (PA);240284;241733;264186;326143;359790
1507458;São Geraldo do Araguaia (PA);520359;600210;710322;937038;1028625
1507466;São João da Ponta (PA);46428;52404;57326;66008;79287
1507474;São João de Pirabas (PA);168796;180274;181939;203685;232878
1507508;São João do Araguaia (PA);133441;163530;186695;214554;235495
1507607;São Miguel do Guamá (PA);630231;723336;792510;938621;1132578
1507706;São Sebastião da Boa Vista (PA);205414;228689;244688;264514;309743
1507755;Sapucaia (PA);105981;114448;141045;160507;172700
1507805;Senador José Porfírio (PA);162893;199567;246022;327336;341244
1507904;Soure (PA);197182;217632;241545;277732;338748
1507953;Tailândia (PA);949052;1078163;1291017;1738043;2023568
1507961;Terra Alta (PA);71267;77180;82919;101760;114731
1507979;Terra Santa (PA);470503;433503;519258;875905;590339
1508001;Tomé-Açu (PA);710991;816244;1039721;1297602;1746483
1508035;Tracuateua (PA);231424;295860;285004;339249;391638
1508050;Trairão (PA);286214;276725;327330;373497;454558
1508084;Tucumã (PA);826904;863475;984036;1174448;1347919
1508100;Tucuruí (PA);5301010;4571016;5612935;5999823;5457108
1508126;Ulianópolis (PA);1589798;1858110;1995463;2302813;2344285
1508159;Uruará (PA);609425;717963;774004;870209;1057794
1508209;Vigia (PA);387399;419520;476447;520317;602141
1508308;Viseu (PA);488299;620025;617944;700431;869709
1508357;Vitória do Xingu (PA);4092449;3833696;4230225;4086688;3987037
1508407;Xinguara (PA);1292069;1414398;1604337;2091023;2321585
1600055;Serra do Navio (AP);73697;81422;92139;99725;126544
1600105;Amapá (AP);156669;153020;159528;184056;219045
1600154;Pedra Branca do Amapari (AP);334792;466649;453333;391427;375827
1600204;Calçoene (AP);165393;182086;186852;231684;295401
1600212;Cutias (AP);82949;87586;94992;94531;115359
1600238;Ferreira Gomes (AP);494108;519153;578737;478972;557990
1600253;Itaubal (AP);74890;80690;87878;108365;132723
1600279;Laranjal do Jari (AP);973431;1035921;1134544;1168830;1335225
1600303;Macapá (AP);11422998;11733668;12938091;15571145;18470858
1600402;Mazagão (AP);290148;363786;374987;468715;583553
1600501;Oiapoque (AP);461142;488906;529043;696944;820364
1600535;Porto Grande (AP);338606;381240;374265;426170;527655
1600550;Pracuúba (AP);71221;78456;84579;82807;101033
1600600;Santana (AP);2128724;2345887;2512916;3091307;3725688
1600709;Tartarugalzinho (AP);231773;246236;261070;266854;329305
1600808;Vitória do Jari (AP);196121;224407;236897;252760;303549
1700251;Abreulândia (TO);53962;76414;112135;109871;141930
1700301;Aguiarnópolis (TO);162923;164457;165480;224320;226238
1700350;Aliança do Tocantins (TO);109409;154385;616571;233447;423070
1700400;Almas (TO);171927;178542;273741;273732;336120
1700707;Alvorada (TO);335148;404850;474111;628959;886077
1701002;Ananás (TO);148477;139737;159769;173649;199526
1701051;Angico (TO);39491;41536;48276;49247;54433
1701101;Aparecida do Rio Negro (TO);127209;208458;255912;288442;283247
1701309;Aragominas (TO);67899;78177;98441;93577;113908
1701903;Araguacema (TO);143577;258570;240246;347917;411911
1702000;Araguaçu (TO);449522;273397;349050;388688;474483
1702109;Araguaína (TO);4718947;4752385;5239050;6165265;7357638
1702158;Araguanã (TO);69820;77992;101858;90228;107609
1702208;Araguatins (TO);446821;462123;529290;785529;641440
1702307;Arapoema (TO);180909;356785;324523;153138;158572
1702406;Arraias (TO);209124;195448;223310;205200;239090
1702554;Augustinópolis (TO);280585;288579;305118;346878;396227
1702703;Aurora do Tocantins (TO);46935;51244;58806;61533;69896
1702901;Axixá do Tocantins (TO);133267;124760;141092;167496;173373
1703008;Babaçulândia (TO);112508;127638;158741;149213;169441
1703057;Bandeirantes do Tocantins (TO);103147;130974;178654;219238;249696
1703073;Barra do Ouro (TO);57845;73105;113260;122563;100382
1703107;Barrolândia (TO);95742;106923;122016;124496;140103
1703206;Bernardo Sayão (TO);72861;81871;102684;117017;128560
1703305;Bom Jesus do Tocantins (TO);134102;126172;139410;157713;143623
1703602;Brasilândia do Tocantins (TO);41733;54967;75634;120748;75010
1703701;Brejinho de Nazaré (TO);170079;222536;272945;264927;267584
1703800;Buriti do Tocantins (TO);108224;116521;161641;147595;149973
1703826;Cachoeirinha (TO);29234;33542;58547;44838;62095
1703842;Campos Lindos (TO);333975;472482;1004931;1241420;665857
1703867;Cariri do Tocantins (TO);364925;394470;517715;925419;997800
1703883;Carmolândia (TO);41448;45097;69222;60121;73172
1703891;Carrasco Bonito (TO);43338;45464;50561;75057;56192
1703909;Caseara (TO);168549;447766;389493;447727;474488
1704105;Centenário (TO);42468;65315;64557;79764;109325
1704600;Chapada de Areia (TO);24002;33245;39824;44846;51576
1705102;Chapada da Natividade (TO);68829;91724;148973;165622;155377
1705508;Colinas do Tocantins (TO);798814;787269;862139;1119264;1161301
1705557;Combinado (TO);73813;72412;76524;82899;95001
1705607;Conceição do Tocantins (TO);58027;61013;67829;75126;88973
1706001;Couto Magalhães (TO);100973;130715;203473;234432;249462
1706100;Cristalândia (TO);124693;183039;177294;187366;214100
1706258;Crixás do Tocantins (TO);48427;62303;78645;82923;77387
1706506;Darcinópolis (TO);228403;219943;241932;247899;252543
1707009;Dianópolis (TO);446287;701653;644829;777790;781673
1707108;Divinópolis do Tocantins (TO);122647;178811;249235;481319;323159
1707207;Dois Irmãos do Tocantins (TO);108151;143261;216149;199599;289149
1707306;Dueré (TO);127103;164145;204765;248721;290818
1707405;Esperantina (TO);98604;106660;118724;109800;119197
1707553;Fátima (TO);78401;79412;89100;102788;127672
1707652;Figueirópolis (TO);183636;220167;256752;317328;350090
1707702;Filadélfia (TO);111423;116825;129323;131906;161707
1708205;Formoso do Araguaia (TO);366455;443862;1414038;857600;988169
1708254;Tabocão (TO);200115;221618;232898;221096;173517
1708304;Goianorte (TO);81045;108775;193502;211188;178252
1709005;Goiatins (TO);157756;176071;230924;257057;309167
1709302;Guaraí (TO);697324;730955;880403;1021437;1130106
1709500;Gurupi (TO);2327205;2543765;2648420;3307379;3695017
1709807;Ipueiras (TO);33218;37116;47772;49269;71887
1710508;Itacajá (TO);106507;119953;186260;155967;199694
1710706;Itaguatins (TO);68623;72823;82611;88499;100220
1710904;Itapiratins (TO);74392;115104;171522;156514;153090
1711100;Itaporã do Tocantins (TO);46525;56227;69980;69211;76489
1711506;Jaú do Tocantins (TO);64007;78747;97865;95141;110816
1711803;Juarina (TO);30605;35909;44395;48218;55560
1711902;Lagoa da Confusão (TO);527487;1040153;998445;941718;1089844
1711951;Lagoa do Tocantins (TO);45693;79302;89429;82843;85970
1712009;Lajeado (TO);68531;66898;64405;95999;79405
1712157;Lavandeira (TO);25764;30115;37870;35046;41517
1712405;Lizarda (TO);38793;51927;66332;63169;78341
1712454;Luzinópolis (TO);45672;121354;71180;56666;58820
1712504;Marianópolis do Tocantins (TO);146974;210074;252331;336342;373197
1712702;Mateiros (TO);185919;227485;252360;320677;467179
1712801;Maurilândia do Tocantins (TO);41940;47576;55911;54949;63313
1713205;Miracema do Tocantins (TO);616822;591151;642003;716543;860438
1713304;Miranorte (TO);287048;305926;390325;423866;483394
1713601;Monte do Carmo (TO);158477;230635;296288;330390;398705
1713700;Monte Santo do Tocantins (TO);38168;52964;75004;74643;86604
1713809;Palmeiras do Tocantins (TO);73873;80731;95357;94883;108235
1713957;Muricilândia (TO);47556;57096;69465;70559;79966
1714203;Natividade (TO);156646;188910;247340;285990;352748
1714302;Nazaré (TO);48645;54481;58139;70455;78447
1714880;Nova Olinda (TO);312195;293703;320311;392347;442504
1715002;Nova Rosalândia (TO);56586;87460;100915;111315;110147
1715101;Novo Acordo (TO);61684;69772;84723;163935;176373
1715150;Novo Alegre (TO);29354;31030;35521;34679;38612
1715259;Novo Jardim (TO);30854;36672;42672;46606;49097
1715507;Oliveira de Fátima (TO);20801;23890;29469;34139;50178
1715705;Palmeirante (TO);88644;133093;185349;236267;247597
1715754;Palmeirópolis (TO);124955;139645;170118;195735;218426
1716109;Paraíso do Tocantins (TO);1392220;1445961;1513693;2046929;2288330
1716208;Paranã (TO);243193;335255;315397;329732;353206
1716307;Pau D'Arco (TO);70372;81006;91169;93067;110802
1716505;Pedro Afonso (TO);464444;631761;848671;944175;1090443
1716604;Peixe (TO);754188;679977;733929;942484;897174
1716653;Pequizeiro (TO);78649;91550;107606;136571;129256
1716703;Colméia (TO);151939;166815;182796;204686;228040
1717008;Pindorama do Tocantins (TO);58412;62447;85006;108192;110783
1717206;Piraquê (TO);57087;69013;89940;102183;98238
1717503;Pium (TO);196685;312627;361915;383001;458625
1717800;Ponte Alta do Bom Jesus (TO);53293;58557;66158;71275;82503
1717909;Ponte Alta do Tocantins (TO);91647;100198;121170;125341;141531
1718006;Porto Alegre do Tocantins (TO);34867;39549;47043;51166;59927
1718204;Porto Nacional (TO);1869765;2611222;3649421;3850165;3195894
1718303;Praia Norte (TO);80923;83479;93139;132429;114473
1718402;Presidente Kennedy (TO);52487;57531;65165;71876;88843
1718451;Pugmil (TO);63502;81717;82663;101397;127927
1718501;Recursolândia (TO);47723;52503;91480;164680;101805
1718550;Riachinho (TO);51901;55912;68536;66631;75295
1718659;Rio da Conceição (TO);23178;25567;29142;29758;45739
1718709;Rio dos Bois (TO);54777;63079;85928;94635;88775
1718758;Rio Sono (TO);78833;87609;111443;105483;150795
1718808;Sampaio (TO);44546;84869;145863;87893;70136
1718840;Sandolândia (TO);79229;95556;116736;119921;134402
1718865;Santa Fé do Araguaia (TO);124634;147514;175927;195532;202707
1718881;Santa Maria do Tocantins (TO);58063;113437;139630;112562;118353
1718899;Santa Rita do Tocantins (TO);120898;134369;180273;222463;275185
1718907;Santa Rosa do Tocantins (TO);144887;236631;307685;464797;419882
1719004;Santa Tereza do Tocantins (TO);36100;37859;48098;47244;57246
1720002;Santa Terezinha do Tocantins (TO);32733;37116;41931;42845;46686
1720101;São Bento do Tocantins (TO);57703;64306;73590;79930;90982
1720150;São Félix do Tocantins (TO);23269;27244;36541;33019;42355
1720200;São Miguel do Tocantins (TO);221633;167504;255814;233758;239634
1720259;São Salvador do Tocantins (TO);36449;42146;49467;49680;59857
1720309;São Sebastião do Tocantins (TO);50359;55143;61804;61444;68702
1720499;São Valério (TO);94803;134376;156734;178993;229618
1720655;Silvanópolis (TO);173876;199990;240329;286765;284767
1720804;Sítio Novo do Tocantins (TO);105549;113118;132862;160124;179637
1720853;Sucupira (TO);63642;110324;532374;160088;310361
1720903;Taguatinga (TO);236755;248520;318253;314405;386846
1720937;Taipas do Tocantins (TO);27882;30853;35246;35214;41627
1720978;Talismã (TO);89557;123746;146708;162121;173125
1721000;Palmas (TO);10455116;9942512;10333419;11951579;14168469
1721109;Tocantínia (TO);129131;134695;191373;159209;327560
1721208;Tocantinópolis (TO);325690;343514;372642;448286;529093
1721257;Tupirama (TO);55980;111732;118839;111988;96851
1721307;Tupiratins (TO);29993;33577;38619;38383;48417
1722081;Wanderlândia (TO);134885;149271;183424;192954;245767
1722107;Xambioá (TO);281272;358297;471020;598804;722713
2100055;Açailândia (MA);2354544;2664608;3828533;4148953;4274162
2100105;Afonso Cunha (MA);52155;71866;85052;117493;105581
